team,conference,elo_rating,week,season,date
Marshall,Conference USA,1096.61110225915,12,2008,2008-11-15
Idaho,Western Athletic,772.397027270793,12,2008,2008-11-15
Fresno State,Western Athletic,1305.40019662777,12,2008,2008-11-15
Arizona State,Pac-10,1467.10276480309,12,2008,2008-11-15
Oregon,Pac-10,1622.62187434318,12,2008,2008-11-15
Iowa State,Big 12,1096.49735810516,12,2008,2008-11-15
Stanford,Pac-10,1384.43227552592,12,2008,2008-11-15
Syracuse,Big East,1089.49056068383,12,2008,2008-11-15
Alabama,SEC,1764.40080501688,12,2008,2008-11-15
LSU,SEC,1735.95818678263,12,2008,2008-11-15
Houston,Conference USA,1291.38974155166,12,2008,2008-11-15
Colorado,Big 12,1341.54441840685,12,2008,2008-11-15
Kentucky,SEC,1461.85486616429,12,2008,2008-11-15
Florida State,ACC,1544.32770584911,12,2008,2008-11-15
San Diego State,Mountain West,960.047165700823,12,2008,2008-11-15
UTEP,Conference USA,1115.92191923244,12,2008,2008-11-15
Washington,Pac-10,1164.71449901663,12,2008,2008-11-15
Ball State,Mid-American,1417.23098994987,12,2008,2008-11-11
Temple,Mid-American,1018.15267925633,12,2008,2008-11-12
Central Michigan,Mid-American,1416.31901268682,12,2008,2008-11-12
Buffalo,Mid-American,1197.1236685002,12,2008,2008-11-13
Virginia Tech,ACC,1610.98120148101,12,2008,2008-11-13
Wyoming,Mountain West,1159.66782697757,12,2008,2008-11-13
Cincinnati,Big East,1627.88045665788,12,2008,2008-11-14
Rutgers,Big East,1475.19900927923,12,2008,2008-11-15
Notre Dame,FBS Independents,1451.5501074974,12,2008,2008-11-15
Duke,ACC,1130.02991374633,12,2008,2008-11-15
Ohio State,Big Ten,1805.17698137057,12,2008,2008-11-15
Northwestern,Big Ten,1456.1746710486,12,2008,2008-11-15
Indiana,Big Ten,1183.55732237363,12,2008,2008-11-15
Purdue,Big Ten,1312.22813296713,12,2008,2008-11-15
Texas,Big 12,1810.39729145016,12,2008,2008-11-15
Georgia,SEC,1818.8312544538,12,2008,2008-11-15
Middle Tennessee,Sun Belt,1132.63075454524,12,2008,2008-11-15
New Mexico,Mountain West,1190.81158377658,12,2008,2008-11-15
Louisiana Monroe,Sun Belt,1013.64173943559,12,2008,2008-11-15
Toledo,Mid-American,1025.57414081448,12,2008,2008-11-15
Utah State,Western Athletic,938.997251493535,12,2008,2008-11-15
East Carolina,Conference USA,1337.07671495762,12,2008,2008-11-15
UAB,Conference USA,967.689315470832,12,2008,2008-11-15
BYU,Mountain West,1676.07358330453,12,2008,2008-11-15
Wake Forest,ACC,1487.54192772913,12,2008,2008-11-15
South Carolina,SEC,1543.5407208981,12,2008,2008-11-15
California,Pac-10,1546.04725898922,12,2008,2008-11-15
Minnesota,Big Ten,1287.51408826212,12,2008,2008-11-15
North Carolina,ACC,1536.79075577248,12,2008,2008-11-15
Nebraska,Big 12,1510.11928611897,12,2008,2008-11-15
Louisiana,Sun Belt,1046.80243060126,12,2008,2008-11-15
San José State,Western Athletic,1180.2211750086,12,2008,2008-11-15
Texas A&M,Big 12,1322.53634970939,12,2008,2008-11-15
UCF,Conference USA,1155.43784501229,12,2008,2008-11-15
Boise State,Western Athletic,1659.26473087339,12,2008,2008-11-15
New Mexico State,Western Athletic,919.173774740555,12,2008,2008-11-15
Washington State,Pac-10,1196.09385197087,12,2008,2008-11-15
Arizona,Pac-10,1477.62706495019,12,2008,2008-11-15
Missouri,Big 12,1674.37456790694,12,2008,2008-11-15
USC,Pac-10,1888.54187313286,12,2008,2008-11-15
Connecticut,Big East,1467.70827164256,12,2008,2008-11-15
Mississippi State,SEC,1330.92332992776,12,2008,2008-11-15
Troy,Sun Belt,1268.99927070436,12,2008,2008-11-15
Tulsa,Conference USA,1337.48704424742,12,2008,2008-11-15
Oklahoma State,Big 12,1634.62800145119,12,2008,2008-11-15
Vanderbilt,SEC,1400.06110164172,12,2008,2008-11-15
Boston College,ACC,1638.37261609086,12,2008,2008-11-15
Utah,Mountain West,1714.60002165189,12,2008,2008-11-15
SMU,Conference USA,855.019789222295,12,2008,2008-11-15
UCLA,Pac-10,1422.79814712578,12,2008,2008-11-15
Kent State,Mid-American,920.218937165971,13,2008,2008-11-18
Central Michigan,Mid-American,1367.25564125848,13,2008,2008-11-19
Georgia Tech,ACC,1578.7002398803,13,2008,2008-11-20
Bowling Green,Mid-American,1112.07973677062,13,2008,2008-11-21
Toledo,Mid-American,1054.46338678635,13,2008,2008-11-21
San José State,Western Athletic,1146.19093394652,13,2008,2008-11-21
Purdue,Big Ten,1334.14341781832,13,2008,2008-11-22
Ohio State,Big Ten,1809.94543254043,13,2008,2008-11-22
North Carolina,ACC,1472.10984443629,13,2008,2008-11-22
Louisville,Big East,1352.60800522619,13,2008,2008-11-22
Rutgers,Big East,1478.75715688697,13,2008,2008-11-22
Virginia,ACC,1423.9619168991,13,2008,2008-11-22
Vanderbilt,SEC,1352.30955944709,13,2008,2008-11-22
Temple,Mid-American,1043.03177527444,13,2008,2008-11-22
Florida,SEC,1859.0299509961,13,2008,2008-11-22
Wyoming,Mountain West,1118.86618160313,13,2008,2008-11-22
Memphis,Conference USA,1094.99780604882,13,2008,2008-11-22
Mississippi State,SEC,1378.5008980227,13,2008,2008-11-22
Notre Dame,FBS Independents,1373.614682511,13,2008,2008-11-22
Washington State,Pac-10,1228.23996876672,13,2008,2008-11-22
Arkansas State,Sun Belt,1080.18396622593,13,2008,2008-11-22
Tulsa,Conference USA,1342.18465770463,13,2008,2008-11-22
TCU,Mountain West,1603.0280509978,13,2008,2008-11-22
Penn State,Big Ten,1763.69725176876,13,2008,2008-11-22
LSU,SEC,1657.7045622488,13,2008,2008-11-22
Ohio,Mid-American,1020.43613921996,13,2008,2008-11-22
Wake Forest,ACC,1456.47590176712,13,2008,2008-11-22
Rice,Conference USA,1254.58309997994,13,2008,2008-11-22
Houston,Conference USA,1309.21501988383,13,2008,2008-11-22
California,Pac-10,1565.02189132904,13,2008,2008-11-22
Wisconsin,Big Ten,1533.86689321587,13,2008,2008-11-22
Middle Tennessee,Sun Belt,1141.84466331305,13,2008,2008-11-22
Northwestern,Big Ten,1483.70490958467,13,2008,2008-11-22
Kansas State,Big 12,1280.69913792399,13,2008,2008-11-22
Nevada,Western Athletic,1261.52597377764,13,2008,2008-11-22
New Mexico State,Western Athletic,904.292168566328,13,2008,2008-11-22
Virginia Tech,ACC,1614.69761996896,13,2008,2008-11-22
Utah,Mountain West,1745.92797668958,13,2008,2008-11-22
UAB,Conference USA,955.732602354412,13,2008,2008-11-22
Troy,Sun Belt,1283.32918293611,13,2008,2008-11-22
Arizona,Pac-10,1455.37362926799,13,2008,2008-11-22
Florida International,Sun Belt,956.317230259056,13,2008,2008-11-22
Minnesota,Big Ten,1259.16999877281,13,2008,2008-11-22
Cincinnati,Big East,1650.0483126838,13,2008,2008-11-22
Maryland,ACC,1512.94551029311,13,2008,2008-11-22
San Diego State,Mountain West,1018.27185719906,13,2008,2008-11-22
Oklahoma,Big 12,1804.94328285962,13,2008,2008-11-22
Hawai'i,Western Athletic,1416.26913684568,13,2008,2008-11-22
South Florida,Big East,1447.19393251682,13,2008,2008-11-23
Northern Illinois,Mid-American,1138.75551543537,13,2008,2008-11-18
Ball State,Mid-American,1466.29436137822,13,2008,2008-11-19
Miami,ACC,1535.94815279641,13,2008,2008-11-20
Buffalo,Mid-American,1241.35861762681,13,2008,2008-11-21
Miami (OH),Mid-American,936.360935538615,13,2008,2008-11-21
Fresno State,Western Athletic,1339.43043768985,13,2008,2008-11-21
Indiana,Big Ten,1161.64203752244,13,2008,2008-11-22
Michigan,Big Ten,1365.02139563516,13,2008,2008-11-22
NC State,ACC,1455.32290512416,13,2008,2008-11-22
West Virginia,Big East,1641.70138126199,13,2008,2008-11-22
Army,FBS Independents,982.79138865673,13,2008,2008-11-22
Clemson,ACC,1518.52778436121,13,2008,2008-11-22
Tennessee,SEC,1459.66100150876,13,2008,2008-11-22
Eastern Michigan,Mid-American,894.99722090705,13,2008,2008-11-22
The Citadel,,493.61236153975,13,2008,2008-11-22
Colorado State,Mountain West,1269.36084245882,13,2008,2008-11-22
UCF,Conference USA,1203.07428247269,13,2008,2008-11-22
Arkansas,SEC,1380.05385491499,13,2008,2008-11-22
Syracuse,Big East,1167.42598567023,13,2008,2008-11-22
Washington,Pac-10,1132.56838222079,13,2008,2008-11-22
Florida Atlantic,Sun Belt,1156.63029079011,13,2008,2008-11-22
Tulane,Conference USA,894.64896101323,13,2008,2008-11-22
Air Force,Mountain West,1382.27510280273,13,2008,2008-11-22
Michigan State,Big Ten,1598.93744142419,13,2008,2008-11-22
Ole Miss,SEC,1443.43822960874,13,2008,2008-11-22
Akron,Mid-American,1045.29988017289,13,2008,2008-11-22
Boston College,ACC,1669.43864205287,13,2008,2008-11-22
Marshall,Conference USA,1075.44920022059,13,2008,2008-11-22
UTEP,Conference USA,1098.09664090027,13,2008,2008-11-22
Stanford,Pac-10,1365.45764318611,13,2008,2008-11-22
Cal Poly,,699.221867935608,13,2008,2008-11-22
North Texas,Sun Belt,812.358605540571,13,2008,2008-11-22
Illinois,Big Ten,1355.79266444059,13,2008,2008-11-22
Iowa State,Big 12,1077.85530928057,13,2008,2008-11-22
Boise State,Western Athletic,1670.22959246229,13,2008,2008-11-22
Louisiana Tech,Western Athletic,1258.32824175844,13,2008,2008-11-22
Duke,ACC,1126.31349525838,13,2008,2008-11-22
BYU,Mountain West,1644.74562826684,13,2008,2008-11-22
East Carolina,Conference USA,1349.03342807404,13,2008,2008-11-22
Louisiana,Sun Belt,1032.47251836951,13,2008,2008-11-22
Oregon State,Pac-10,1734.95765276623,13,2008,2008-11-22
Louisiana Monroe,Sun Belt,1061.70457387693,13,2008,2008-11-22
Iowa,Big Ten,1491.17126292503,13,2008,2008-11-22
Pittsburgh,Big East,1479.72932586698,13,2008,2008-11-22
Florida State,ACC,1595.88230499681,13,2008,2008-11-22
UNLV,Mountain West,1091.77155928144,13,2008,2008-11-22
Texas Tech,Big 12,1748.40368032957,13,2008,2008-11-22
Idaho,Western Athletic,770.889600790957,13,2008,2008-11-22
Connecticut,Big East,1424.09157648828,13,2008,2008-11-23
Northern Illinois,Mid-American,1111.58022707999,14,2008,2008-11-25
Ball State,Mid-American,1487.04106089892,14,2008,2008-11-25
Texas,Big 12,1813.97488958187,14,2008,2008-11-27
Eastern Michigan,Mid-American,972.940057757638,14,2008,2008-11-28
Pittsburgh,Big East,1534.91628274091,14,2008,2008-11-28
Miami (OH),Mid-American,897.409275587238,14,2008,2008-11-28
Ole Miss,SEC,1471.82319844462,14,2008,2008-11-28
Temple,Mid-American,1079.13043245969,14,2008,2008-11-28
East Carolina,Conference USA,1361.498755413,14,2008,2008-11-28
Buffalo,Mid-American,1165.10649590269,14,2008,2008-11-28
Arkansas,SEC,1446.58638931058,14,2008,2008-11-28
Toledo,Mid-American,1012.28342531187,14,2008,2008-11-28
Nebraska,Big 12,1528.50996754919,14,2008,2008-11-28
Boise State,Western Athletic,1678.55064485946,14,2008,2008-11-28
Arizona State,Pac-10,1497.77567111985,14,2008,2008-11-28
Clemson,ACC,1557.36870326398,14,2008,2008-11-29
Georgia,SEC,1746.97289953843,14,2008,2008-11-29
Cincinnati,Big East,1653.73069461914,14,2008,2008-11-29
NC State,ACC,1500.95183767508,14,2008,2008-11-29
Virginia Tech,ACC,1631.31635220715,14,2008,2008-11-29
Missouri,Big 12,1608.21139632388,14,2008,2008-11-29
UCF,Conference USA,1130.76136297111,14,2008,2008-11-29
North Texas,Sun Belt,793.060506411397,14,2008,2008-11-29
Louisiana Tech,Western Athletic,1209.53808015791,14,2008,2008-11-29
Utah State,Western Athletic,970.761596046214,14,2008,2008-11-29
SMU,Conference USA,841.887723126934,14,2008,2008-11-29
Texas Tech,Big 12,1752.40010326114,14,2008,2008-11-29
Boston College,ACC,1688.85137586729,14,2008,2008-11-29
Alabama,SEC,1774.09246787128,14,2008,2008-11-29
Marshall,Conference USA,1056.05735349589,14,2008,2008-11-29
Duke,ACC,1112.89223820978,14,2008,2008-11-29
Memphis,Conference USA,1110.88914128826,14,2008,2008-11-29
Rice,Conference USA,1297.03807466047,14,2008,2008-11-29
Florida State,ACC,1576.1795923046,14,2008,2008-11-29
Florida Atlantic,Sun Belt,1172.52428769015,14,2008,2008-11-29
Tennessee,SEC,1495.75078357871,14,2008,2008-11-29
Wake Forest,ACC,1480.76258079773,14,2008,2008-11-29
Oregon State,Pac-10,1673.43682275346,14,2008,2008-11-29
USC,Pac-10,1891.62201838348,14,2008,2008-11-29
Oklahoma State,Big 12,1605.73780282141,14,2008,2008-11-29
Hawai'i,Western Athletic,1433.09715585789,14,2008,2008-11-29
Navy,FBS Independents,1352.10652966642,14,2008,2008-11-25
Western Michigan,Mid-American,1304.16909232005,14,2008,2008-11-25
Texas A&M,Big 12,1318.95875157768,14,2008,2008-11-27
Central Michigan,Mid-American,1289.31280440789,14,2008,2008-11-28
West Virginia,Big East,1586.51442438807,14,2008,2008-11-28
Ohio,Mid-American,1059.38779917133,14,2008,2008-11-28
Mississippi State,SEC,1350.11592918682,14,2008,2008-11-28
Akron,Mid-American,1009.20122298763,14,2008,2008-11-28
UTEP,Conference USA,1085.63131356132,14,2008,2008-11-28
Kent State,Mid-American,996.471058890095,14,2008,2008-11-28
LSU,SEC,1591.17202785322,14,2008,2008-11-28
Bowling Green,Mid-American,1154.2596982451,14,2008,2008-11-28
Colorado,Big 12,1323.15373697664,14,2008,2008-11-28
Fresno State,Western Athletic,1331.10938529267,14,2008,2008-11-28
UCLA,Pac-10,1392.12524080902,14,2008,2008-11-28
South Carolina,SEC,1504.69980199533,14,2008,2008-11-29
Georgia Tech,ACC,1650.55859479568,14,2008,2008-11-29
Syracuse,Big East,1163.74360373489,14,2008,2008-11-29
Miami,ACC,1490.3192202455,14,2008,2008-11-29
Virginia,ACC,1407.34318466091,14,2008,2008-11-29
Kansas,Big 12,1577.29432611302,14,2008,2008-11-29
UAB,Conference USA,1028.045521856,14,2008,2008-11-29
Arkansas State,Sun Belt,1099.4820653551,14,2008,2008-11-29
Nevada,Western Athletic,1310.31613537817,14,2008,2008-11-29
New Mexico State,Western Athletic,872.527824013649,14,2008,2008-11-29
Southern Mississippi,Conference USA,1218.43269523713,14,2008,2008-11-29
Baylor,Big 12,1276.67415532488,14,2008,2008-11-29
Maryland,ACC,1493.53277647869,14,2008,2008-11-29
Auburn,SEC,1453.53123801493,14,2008,2008-11-29
Tulsa,Conference USA,1361.57650442933,14,2008,2008-11-29
North Carolina,ACC,1485.53110148489,14,2008,2008-11-29
Tulane,Conference USA,878.75762577379,14,2008,2008-11-29
Houston,Conference USA,1266.76004520329,14,2008,2008-11-29
Florida,SEC,1878.7326636883,14,2008,2008-11-29
Florida International,Sun Belt,940.423233359013,14,2008,2008-11-29
Kentucky,SEC,1425.76508409433,14,2008,2008-11-29
Vanderbilt,SEC,1328.02288041648,14,2008,2008-11-29
Oregon,Pac-10,1684.14270435595,14,2008,2008-11-29
Notre Dame,FBS Independents,1370.53453726038,14,2008,2008-11-29
Oklahoma,Big 12,1833.8334814894,14,2008,2008-11-29
Washington State,Pac-10,1211.41194975451,14,2008,2008-11-29
Louisiana,Sun Belt,1081.56981181965,15,2008,2008-12-03
Rutgers,Big East,1500.90936958942,15,2008,2008-12-04
Buffalo,Mid-American,1235.05892531037,15,2008,2008-12-05
Army,FBS Independents,970.830401067061,15,2008,2008-12-06
Connecticut,Big East,1388.36215921764,15,2008,2008-12-06
Tulsa,Conference USA,1312.39500457888,15,2008,2008-12-06
Virginia Tech,ACC,1674.12644305042,15,2008,2008-12-06
California,Pac-10,1569.86692356591,15,2008,2008-12-06
Florida,SEC,1902.97205166938,15,2008,2008-12-06
UCLA,Pac-10,1386.01865052458,15,2008,2008-12-06
Troy,Sun Belt,1300.48447711468,15,2008,2008-12-06
Florida International,Sun Belt,968.143498692774,15,2008,2008-12-06
Arizona,Pac-10,1496.333261161,15,2008,2008-12-06
Oklahoma,Big 12,1847.93001303613,15,2008,2008-12-06
West Virginia,Big East,1607.4474856067,15,2008,2008-12-06
Hawai'i,Western Athletic,1409.45110280831,15,2008,2008-12-06
Middle Tennessee,Sun Belt,1092.74736986291,15,2008,2008-12-03
Louisville,Big East,1330.45579252375,15,2008,2008-12-04
Ball State,Mid-American,1417.08863149124,15,2008,2008-12-05
Navy,FBS Independents,1364.06751725609,15,2008,2008-12-06
Pittsburgh,Big East,1570.64570001154,15,2008,2008-12-06
East Carolina,Conference USA,1410.68025526346,15,2008,2008-12-06
Boston College,ACC,1646.04128502402,15,2008,2008-12-06
Washington,Pac-10,1127.72334998391,15,2008,2008-12-06
Alabama,SEC,1749.8530798902,15,2008,2008-12-06
USC,Pac-10,1897.72860866792,15,2008,2008-12-06
Arkansas State,Sun Belt,1082.32677117654,15,2008,2008-12-06
Western Kentucky,FBS Independents,841.621522188468,15,2008,2008-12-06
Arizona State,Pac-10,1456.81603922684,15,2008,2008-12-06
Missouri,Big 12,1594.11486477714,15,2008,2008-12-06
South Florida,Big East,1426.26087129818,15,2008,2008-12-06
Cincinnati,Big East,1677.37674766872,15,2008,2008-12-06
Navy,FBS Independents,1329.03602104315,16,2008,2008-12-20
Fresno State,Western Athletic,1274.84244794051,16,2008,2008-12-20
South Florida,Big East,1435.27276938009,16,2008,2008-12-20
Arizona,Pac-10,1549.9923154818,16,2008,2008-12-20
Troy,Sun Belt,1242.03828322306,16,2008,2008-12-21
TCU,Mountain West,1648.03555821295,16,2008,2008-12-23
Notre Dame,FBS Independents,1411.06853796154,16,2008,2008-12-24
Central Michigan,Mid-American,1227.35890118282,16,2008,2008-12-26
Wake Forest,ACC,1515.79407701068,16,2008,2008-12-20
Colorado State,Mountain West,1325.62777981098,16,2008,2008-12-20
Memphis,Conference USA,1101.87724320635,16,2008,2008-12-20
BYU,Mountain West,1591.08657394604,16,2008,2008-12-20
Southern Mississippi,Conference USA,1276.87888912874,16,2008,2008-12-21
Boise State,Western Athletic,1633.54313764431,16,2008,2008-12-23
Hawai'i,Western Athletic,1368.91710210715,16,2008,2008-12-24
Florida Atlantic,Sun Belt,1234.47819091522,16,2008,2008-12-26
North Carolina,ACC,1451.11690223848,17,2008,2008-12-27
Florida State,ACC,1607.07764680323,17,2008,2008-12-27
California,Pac-10,1596.68462774365,17,2008,2008-12-27
Louisiana Tech,Western Athletic,1234.449452488,17,2008,2008-12-28
Rutgers,Big East,1536.74221260028,17,2008,2008-12-29
Northwestern,Big Ten,1447.92603616446,17,2008,2008-12-29
Nevada,Western Athletic,1282.82497797306,17,2008,2008-12-30
Oregon,Pac-10,1711.08131401617,17,2008,2008-12-30
Rice,Conference USA,1333.71928182859,17,2008,2008-12-30
Air Force,Mountain West,1320.44454275647,17,2008,2008-12-31
Pittsburgh,Big East,1533.95514692589,17,2008,2008-12-31
Vanderbilt,SEC,1397.6941058351,17,2008,2008-12-31
Minnesota,Big Ten,1243.84888372248,17,2008,2008-12-31
Georgia Tech,ACC,1594.5508354622,17,2008,2008-12-31
Iowa,Big Ten,1528.62222997256,17,2008,2009-01-01
Michigan State,Big Ten,1567.55355674434,17,2008,2009-01-01
Clemson,ACC,1504.8053626022,17,2008,2009-01-01
USC,Pac-10,1919.1457557151,17,2008,2009-01-01
Virginia Tech,ACC,1710.3425716547,17,2008,2009-01-01
Texas Tech,Big 12,1678.15758099526,17,2008,2009-01-02
East Carolina,Conference USA,1363.31900701878,17,2008,2009-01-02
Alabama,SEC,1700.21340124934,17,2008,2009-01-02
West Virginia,Big East,1641.86168485312,17,2008,2008-12-27
Wisconsin,Big Ten,1502.96883871723,17,2008,2008-12-27
Miami,ACC,1463.50151606776,17,2008,2008-12-27
Northern Illinois,Mid-American,1086.6688547499,17,2008,2008-12-28
NC State,ACC,1465.11899466422,17,2008,2008-12-29
Missouri,Big 12,1629.89373819736,17,2008,2008-12-29
Maryland,ACC,1521.02393388379,17,2008,2008-12-30
Oklahoma State,Big 12,1578.79919316119,17,2008,2008-12-30
Western Michigan,Mid-American,1267.48788515193,17,2008,2008-12-30
Houston,Conference USA,1328.59060524956,17,2008,2008-12-31
Oregon State,Pac-10,1710.12737583912,17,2008,2008-12-31
Boston College,ACC,1576.3700596054,17,2008,2008-12-31
Kansas,Big 12,1592.61544116335,17,2008,2008-12-31
LSU,SEC,1647.17978718669,17,2008,2008-12-31
South Carolina,SEC,1467.2488349478,17,2008,2009-01-01
Georgia,SEC,1778.35678421827,17,2008,2009-01-01
Nebraska,Big 12,1581.07330821096,17,2008,2009-01-01
Penn State,Big Ten,1742.28010472158,17,2008,2009-01-01
Cincinnati,Big East,1641.16061906444,17,2008,2009-01-01
Ole Miss,SEC,1546.06572071049,17,2008,2009-01-02
Kentucky,SEC,1473.12633233901,17,2008,2009-01-02
Utah,Mountain West,1795.56765533044,17,2008,2009-01-02
Connecticut,Big East,1408.05131909712,18,2008,2009-01-03
Texas,Big 12,1849.3228067499,18,2008,2009-01-05
Tulsa,Conference USA,1360.93265348131,18,2008,2009-01-06
Oklahoma,Big 12,1805.4351554049,18,2008,2009-01-08
Buffalo,Mid-American,1215.3697654309,18,2008,2009-01-03
Ohio State,Big Ten,1774.5975153724,18,2008,2009-01-05
Ball State,Mid-American,1368.55098258881,18,2008,2009-01-06
Florida,SEC,1945.46690930061,18,2008,2009-01-08
Abilene Christian,,500,0,2009,2009-08-15
Air Force,Mountain West,1314.42231561864,0,2009,2009-08-15
Akron,Mid-American,1018.74116183825,0,2009,2009-08-15
Alabama,SEC,1690.20273118688,0,2009,2009-08-15
Alabama A&M,,498.552059817811,0,2009,2009-08-15
Alabama State,,491.909036560755,0,2009,2009-08-15
Albany,,500,0,2009,2009-08-15
Alcorn State,,489.399347630458,0,2009,2009-08-15
Appalachian State,,1215.98436581658,0,2009,2009-08-15
Arizona,Pac-10,1547.49269970771,0,2009,2009-08-15
Arizona State,Pac-10,1458.9752372655,0,2009,2009-08-15
Arkansas,SEC,1449.25706984505,0,2009,2009-08-15
Arkansas-Pine Bluff,,496.879243799732,0,2009,2009-08-15
Arkansas State,Sun Belt,1088.21043261771,0,2009,2009-08-15
Army,FBS Independents,997.288881013708,0,2009,2009-08-15
Auburn,SEC,1455.85467611419,0,2009,2009-08-15
Austin Peay,,498.774496660291,0,2009,2009-08-15
Ball State,Mid-American,1360.12343345937,0,2009,2009-08-15
Baylor,Big 12,1287.84044755863,0,2009,2009-08-15
Bethune-Cookman,,531.922090478355,0,2009,2009-08-15
Boise State,Western Athletic,1611.86598076209,0,2009,2009-08-15
Boston College,ACC,1572.55155662513,0,2009,2009-08-15
Bowling Green,Mid-American,1156.54671333284,0,2009,2009-08-15
Bucknell,,497.378014709617,0,2009,2009-08-15
Buffalo,Mid-American,1214.60127715935,0,2009,2009-08-15
BYU,Mountain West,1586.53224524874,0,2009,2009-08-15
Cal Poly,,689.260774538827,0,2009,2009-08-15
Cal State Northridge,,498.669671134772,0,2009,2009-08-15
California,Pac-10,1591.85039635647,0,2009,2009-08-15
Campbell,,500,0,2009,2009-08-15
Central Arkansas,,497.284894352655,0,2009,2009-08-15
Central Connecticut,,499.063320347014,0,2009,2009-08-15
Central Michigan,Mid-American,1225.99095612368,0,2009,2009-08-15
Charleston Southern,,497.316762229051,0,2009,2009-08-15
Charlotte,Conference USA,1200,0,2009,2009-08-15
Chattanooga,,491.798966755506,0,2009,2009-08-15
Cincinnati,Big East,1619.10258811121,0,2009,2009-08-15
Clemson,ACC,1504.56509447209,0,2009,2009-08-15
Coastal Carolina,,1195.47814327963,0,2009,2009-08-15
Colgate,,554.771114680107,0,2009,2009-08-15
Colorado,Big 12,1331.9960501278,0,2009,2009-08-15
Colorado State,Mountain West,1319.34639082043,0,2009,2009-08-15
Connecticut,Big East,1397.64875314226,0,2009,2009-08-15
Delaware,,635.814150874258,0,2009,2009-08-15
Delaware State,,493.532201180155,0,2009,2009-08-15
Drake,,500,0,2009,2009-08-15
Duke,ACC,1132.24762629929,0,2009,2009-08-15
Duquesne,,500,0,2009,2009-08-15
East Carolina,Conference USA,1355.15305666785,0,2009,2009-08-15
East Tennessee State,,494.554659523176,0,2009,2009-08-15
Eastern Illinois,,554.861146295129,0,2009,2009-08-15
Eastern Kentucky,,485.148809120735,0,2009,2009-08-15
Eastern Michigan,Mid-American,984.293054869756,0,2009,2009-08-15
Eastern Washington,,585.83419047293,0,2009,2009-08-15
Edward Waters,,498.764517312805,0,2009,2009-08-15
Elon,,499.814344091709,0,2009,2009-08-15
Florida,SEC,1923.19356383558,0,2009,2009-08-15
Florida A&M,,489.639060905395,0,2009,2009-08-15
Florida Atlantic,Sun Belt,1232.75428136946,0,2009,2009-08-15
Florida International,Sun Belt,979.736323758135,0,2009,2009-08-15
Florida State,ACC,1601.72376446307,0,2009,2009-08-15
Fordham,,500,0,2009,2009-08-15
Fresno State,Western Athletic,1271.10032554349,0,2009,2009-08-15
Furman,,496.538158821837,0,2009,2009-08-15
Gardner-Webb,,498.397642826715,0,2009,2009-08-15
Georgia,SEC,1764.43894500736,0,2009,2009-08-15
Georgia Southern,,1153.53156024868,0,2009,2009-08-15
Georgia State,Sun Belt,1200,0,2009,2009-08-15
Georgia Tech,ACC,1589.82329368909,0,2009,2009-08-15
Grambling,,494.197952899508,0,2009,2009-08-15
Hampton,,500,0,2009,2009-08-15
Hawai'i,Western Athletic,1360.47124700179,0,2009,2009-08-15
Hofstra,,498.157922654861,0,2009,2009-08-15
Holy Cross,,557.961336946386,0,2009,2009-08-15
Houston,Conference USA,1322.16107498708,0,2009,2009-08-15
Houston Baptist,,500,0,2009,2009-08-15
Howard,,494.637147604075,0,2009,2009-08-15
Idaho,Western Athletic,757.345120751409,0,2009,2009-08-15
Idaho State,,518.433475548686,0,2009,2009-08-15
Illinois,Big Ten,1363.00303121856,0,2009,2009-08-15
Illinois State,,494.70964794629,0,2009,2009-08-15
Incarnate Word,,500,0,2009,2009-08-15
Indiana,Big Ten,1178.55993564632,0,2009,2009-08-15
Indiana State,,534.079999964691,0,2009,2009-08-15
Iowa,Big Ten,1527.19111847393,0,2009,2009-08-15
Iowa State,Big 12,1098.96254381655,0,2009,2009-08-15
Jackson State,,499.731820826106,0,2009,2009-08-15
Jacksonville State,,590.14902092085,0,2009,2009-08-15
James Madison,,495.486707361629,0,2009,2009-08-15
Kansas,Big 12,1587.98466910518,0,2009,2009-08-15
Kansas State,Big 12,1291.66418102779,0,2009,2009-08-15
Kennesaw State,,500,0,2009,2009-08-15
Kent State,Mid-American,1006.64750594559,0,2009,2009-08-15
Kentucky,SEC,1474.47001572206,0,2009,2009-08-15
Lafayette,,500,0,2009,2009-08-15
Lamar,,500,0,2009,2009-08-15
Lehigh,,555.860722704433,0,2009,2009-08-15
Liberty,,1186.31818799687,0,2009,2009-08-15
Louisiana,Sun Belt,1087.49132122867,0,2009,2009-08-15
Louisiana Monroe,Sun Belt,1068.61934518308,0,2009,2009-08-15
Louisiana Tech,Western Athletic,1232.7269798636,0,2009,2009-08-15
Louisville,Big East,1338.93300289756,0,2009,2009-08-15
LSU,SEC,1639.82079782736,0,2009,2009-08-15
Maine,,562.693114688868,0,2009,2009-08-15
Marshall,Conference USA,1063.25448582109,0,2009,2009-08-15
Maryland,ACC,1519.9727371896,0,2009,2009-08-15
McNeese,,682.343484594351,0,2009,2009-08-15
Memphis,Conference USA,1106.78338104603,0,2009,2009-08-15
Mercer,,500,0,2009,2009-08-15
Miami,ACC,1465.32644026437,0,2009,2009-08-15
Miami (OH),Mid-American,912.538811807876,0,2009,2009-08-15
Michigan,Big Ten,1371.7703258534,0,2009,2009-08-15
Michigan State,Big Ten,1564.17587890713,0,2009,2009-08-15
